PreviousSalePrice,PropertyTaxRate,SquareFootage,BackyardSpace,AgeOfHome,IsLuxury,Floors,Fireplace_Yes,Garage_Yes,Price
581342.7131,1.43,1837.46,752.13,16.1,1,2,False,False,432094.8602
276002.1141,1.64,1502.76,28.7,44.45,1,1,True,False,318944.5628
224154.7601,1.89,550.0,781.13,22.8,1,1,True,True,397836.7671
247263.2726,1.17,1475.33,486.98,88.55,0,1,False,False,234473.6827
505865.8675,1.53,1889.24,1009.89,7.06,1,2,False,False,531136.7027
357460.8706,1.37,1159.38,366.84,36.82,1,1,False,False,339013.2837
284510.0905,1.99,1181.63,512.76,42.98,1,1,False,True,382471.2411
331243.5628,1.43,1100.96,627.73,53.72,1,1,True,True,377300.6063
434502.81,1.32,1185.79,739.45,23.32,1,1,False,True,380442.7325
509860.7487,1.68,1205.61,642.57,52.11,1,1,False,True,338560.184
177123.8107,1.91,1044.76,394.2,47.25,1,1,False,False,305972.3126
135717.5314,1.2,1228.22,460.19,35.3,1,1,False,False,212369.7208
223542.3488,0.85,1129.07,198.33,72.44,0,1,False,False,234615.5798
126287.1484,1.0,1200.2,486.72,66.8,0,1,False,False,166306.0265
25365.84691,1.29,1207.69,716.4,13.35,0,1,False,False,121533.3732
389529.5176,0.97,1346.98,132.56,54.84,0,1,False,True,444712.8941
144741.6853,1.37,550.0,319.62,13.66,0,1,False,False,221231.2416
559317.9652,1.43,1313.96,781.31,56.16,1,1,False,False,507210.8837
112062.9117,0.4,550.0,670.25,93.8,0,1,True,False,207749.5349
519662.9576,1.93,1117.64,1111.76,41.77,1,1,True,False,558091.1803
136795.0275,1.81,550.0,477.22,53.4,0,1,False,False,194669.4038
216114.4979,1.02,939.03,300.77,76.76,0,1,True,True,272776.072
75961.6813,1.91,599.67,567.3,57.67,0,1,False,False,147459.0361
246613.2645,1.42,957.72,722.53,28.0,1,1,False,True,310305.5598
318153.0118,0.03,1138.63,421.68,52.32,0,1,True,False,222939.7391
121903.222,1.63,550.0,418.02,69.13,0,1,False,False,185133.6985
49286.31346,1.69,550.0,859.66,12.94,0,1,False,False,145718.0224
594566.9352,1.96,1337.26,159.82,44.41,1,1,False,False,560068.1806
366751.3466,0.76,1205.34,457.54,62.31,1,1,True,False,366513.0724
202406.6363,1.12,1127.42,635.11,118.42,0,1,True,False,221653.0451
265777.1071,2.1,1319.79,435.17,62.69,0,1,False,False,255615.0412
408580.8482,0.15,908.28,639.43,80.58,1,1,True,False,599226.4555
323890.4964,1.38,1689.01,927.52,69.06,1,1,True,False,252574.0625
377469.5991,1.19,1903.55,1077.64,59.5,0,1,False,True,377664.7339
645876.2,1.0,1285.44,459.17,63.21,0,2,True,False,448917.0742
331313.0259,1.41,931.61,571.55,18.16,0,2,False,False,250327.6615
264084.9694,1.2,1176.33,574.0,12.52,1,1,False,True,228686.6121
444886.4922,0.94,1423.6,269.11,52.0,1,1,True,False,369157.1951
335992.2879,1.66,1277.53,826.49,40.09,1,1,False,False,385316.8073
134402.4537,2.32,1090.39,798.1,79.59,0,1,False,True,254961.9937
712913.11,0.64,1001.8,904.57,58.05,0,1,False,False,617207.559
265067.8392,1.31,651.31,1028.26,12.85,1,1,False,False,336337.8924
41150.01198,1.85,550.0,669.64,29.22,0,1,False,False,126206.8993
202538.0785,1.12,1066.26,839.44,4.55,0,1,True,True,279107.4169
251368.8202,2.4,550.0,712.97,79.55,0,1,False,True,206938.7614
95064.7711,1.81,550.0,36.3,0.45,0,1,False,False,132458.2991
362558.6935,1.22,1328.73,780.46,54.25,1,1,False,True,364915.3492
305937.3969,1.52,1047.13,553.82,39.57,0,1,True,True,245724.4255
138785.5624,1.54,550.0,830.42,32.71,0,1,False,False,231333.2593
336364.1528,1.05,1635.79,383.34,58.37,1,1,False,False,339460.7397
69593.30291,1.26,550.0,422.08,16.56,0,1,False,False,152646.3897
-8239.721048,2.28,632.25,575.53,14.13,0,1,True,False,102361.1318
155406.0548,0.67,901.6,628.48,19.82,0,1,False,False,220458.9936
486696.6709,1.86,581.94,518.23,34.84,1,1,True,True,521954.8921
90703.35133,2.15,1186.46,286.16,100.12,0,1,False,False,211981.4799
293601.0958,0.98,1630.8,351.78,27.43,1,1,False,True,381488.4294
284824.9774,1.55,713.07,845.74,11.88,0,2,False,False,253804.8412
236193.5447,2.11,667.46,631.97,78.37,1,1,False,True,335134.4955
180909.9121,1.35,550.0,867.97,49.19,1,1,False,False,313336.8343
252594.6386,1.86,1675.25,124.92,82.89,0,1,False,False,261671.7439
396205.2997,2.23,1664.88,980.87,66.71,1,1,True,False,302138.7007
45209.23347,0.85,813.44,83.54,46.58,0,1,True,False,112889.549
197228.382,1.36,1576.36,550.96,103.76,0,1,False,False,260559.2202
8905.622496,1.77,1122.06,145.52,65.31,0,1,True,True,112953.986
182279.8859,2.24,688.09,385.88,68.12,1,1,False,True,344545.4984
537268.06,2.28,821.19,461.33,25.26,1,1,False,True,340097.7088
262625.7679,2.0,917.84,535.27,75.21,1,1,False,True,301088.7893
210389.2184,1.41,767.77,1045.55,30.16,0,1,False,True,174163.6594
109278.1298,2.25,591.51,149.91,54.06,0,1,False,False,218691.7563
159593.6579,0.57,550.0,107.05,83.9,0,1,False,False,191458.4188
115687.325,2.02,719.8,306.67,65.12,0,1,False,False,180672.84
348844.7852,1.63,1241.63,332.68,63.7,1,1,True,True,418497.7631
476838.5556,2.44,586.83,479.31,68.5,0,1,False,True,225568.9205
654101.0959,0.92,961.66,744.72,98.18,1,2,False,False,675129.4253
361783.19,1.31,1010.79,387.45,84.68,1,2,False,False,448702.2285
363142.691,1.11,1048.32,652.63,72.19,1,1,False,True,315702.0311
334293.9252,0.66,2240.87,410.31,109.39,0,1,True,True,282253.0256
106958.1941,1.92,617.59,781.71,28.55,0,2,False,False,217917.5136
259075.4943,0.88,989.91,596.22,20.72,1,1,False,True,354191.3722
653559.2489,0.45,761.55,184.15,15.85,1,1,False,True,625194.5566
387123.6983,1.09,1161.75,927.64,101.8,0,2,False,False,260609.8094
492214.9598,1.17,1553.57,844.06,26.07,1,1,False,True,438060.8193
295403.6981,1.58,1358.29,825.28,26.15,1,1,False,False,506924.7007
256345.1091,1.57,993.27,362.75,53.42,1,1,True,False,237392.0616
203923.5004,1.03,1153.92,669.68,3.59,1,1,False,False,355199.2606
317276.5623,0.88,1084.07,1219.52,21.1,1,1,False,False,436641.5751
95786.87268,2.33,847.12,430.48,124.71,1,1,False,False,208841.2735
458543.061,2.27,1236.22,344.69,16.1,1,1,True,False,381358.9809
313478.2832,1.88,1709.55,564.85,29.54,0,1,False,True,387483.377
274350.4902,2.1,550.0,75.42,56.14,1,1,False,False,339842.077
64889.26869,2.48,975.64,203.37,92.24,0,1,False,True,150525.8601
495941.6492,1.82,1487.0,889.76,14.55,1,2,False,False,287025.2124
223287.9799,1.68,1626.18,91.59,43.31,0,1,True,False,314516.4965
779051.6698,1.2,2240.4,725.03,46.22,1,1,False,False,597936.86
575521.5587,0.06,853.43,198.15,16.84,1,2,True,False,351567.7913
438645.6002,0.93,1434.95,1010.57,7.42,1,1,False,False,591379.3687
63227.82054,2.06,550.0,10.19,49.79,0,1,False,False,155032.8752
349451.0054,1.35,1144.18,269.27,76.16,1,1,False,False,486223.6836
62735.87829,1.99,755.67,591.11,90.9,0,1,True,True,124464.1959
143776.0267,2.43,1408.62,10.2,7.86,0,1,False,False,169634.2876
447574.212,1.58,2166.0,861.6,3.33,0,2,True,False,580161.3982
22677.63184,1.82,550.0,1074.17,45.73,0,1,False,False,123457.3985
288829.7104,1.79,858.13,574.61,107.99,1,1,False,True,327285.1714
125583.754,1.44,735.91,8.39,41.07,0,1,False,False,207001.6902
632404.9722,0.68,957.8,531.17,104.45,1,1,True,False,385041.5546
363396.1268,2.02,976.75,768.59,24.61,1,1,True,False,358905.9131
188160.3585,1.43,594.6,207.14,114.32,0,2,True,False,263045.3486
286243.983,1.67,1364.11,362.63,16.12,0,1,False,True,228370.9642
250912.0961,1.4,1628.7,1050.53,63.67,0,1,False,False,250913.9224
250269.4217,0.98,550.0,1023.45,62.71,1,1,True,True,171563.133
1034472.998,0.97,2122.29,509.52,24.74,1,1,False,False,753468.7968
150858.7685,1.76,728.28,747.22,86.34,0,1,True,False,255148.639
740353.4994,1.24,1709.18,650.0,11.68,1,1,True,False,452654.1891
791340.6327,0.22,1158.05,173.55,36.28,1,1,False,False,592114.7018
371305.3071,0.76,1161.42,470.5,55.89,1,1,False,False,321152.9688
392679.1607,2.07,1580.54,768.23,16.64,1,1,False,False,435576.1234
100023.1061,1.6,550.0,846.59,105.21,0,1,False,True,159738.251
36203.34458,1.41,626.96,224.97,93.46,0,1,True,True,105336.1581
303008.2914,1.62,550.0,337.9,69.62,1,2,False,True,330090.5606
467865.5929,2.08,1403.29,399.15,11.23,1,2,False,False,578788.0282
63162.48133,1.64,550.0,687.31,86.19,0,2,True,True,150555.0477
50042.59757,0.95,1472.34,656.13,40.51,0,1,False,False,155586.0947
168045.2225,1.64,920.51,582.43,46.04,0,1,True,True,222228.9304
455141.6568,1.96,1114.83,315.97,62.92,0,1,True,False,392351.1221
135552.1354,1.24,622.83,135.44,86.7,0,1,False,False,139838.0712
420982.6881,0.85,1006.33,120.7,17.29,1,1,True,False,507060.376
170331.2886,0.73,550.0,125.4,59.81,0,1,False,True,249085.6337
583299.4453,1.38,1532.08,596.12,28.65,1,1,False,False,529933.9121
567828.5916,1.58,1681.69,615.04,29.35,1,1,False,True,348619.8053
83469.89377,1.51,550.0,527.51,60.51,0,1,False,True,143643.5966
500854.0669,1.92,2166.82,621.29,4.5,1,1,False,True,317035.3403
584420.228,1.28,1292.24,456.37,15.27,0,1,False,False,479896.9346
555519.9577,1.14,1570.93,767.18,25.53,1,1,False,False,576324.4477
304605.4599,0.71,1672.14,249.43,17.9,1,1,True,False,365013.7557
192472.5039,1.31,550.0,520.05,57.42,0,1,True,False,161470.8323
273332.3184,2.96,840.12,1152.0,8.19,0,1,False,False,267429.0804
375594.8275,2.11,1472.52,416.25,80.42,1,2,False,False,428612.4647
209804.1051,1.59,1109.35,763.77,0.79,0,1,False,False,201706.6066
257547.1157,2.35,550.0,811.5,47.62,0,2,False,True,197659.0477
169936.0022,2.15,1124.19,439.41,54.96,1,1,True,False,320569.0269
152648.984,1.79,1112.35,858.86,58.48,0,1,True,False,263032.174
235893.1605,1.23,550.0,762.92,63.84,0,1,False,False,242757.0393
398740.4395,1.83,1216.19,669.62,104.1,0,2,False,False,259098.5476
482970.247,1.29,1207.53,375.11,79.98,0,1,False,True,278669.5552
698496.1551,1.66,1473.52,1166.55,94.42,1,1,True,False,582774.318
472388.7754,1.42,550.0,290.32,53.05,1,1,True,True,365330.0965
169342.6829,1.42,1950.12,779.68,25.09,0,2,False,False,195540.0416
99428.30205,1.57,564.33,125.24,15.0,0,1,False,True,199506.893
421672.4877,1.42,935.84,480.78,85.05,1,1,False,False,429178.0547
261661.6213,1.52,1103.76,562.92,9.8,1,1,True,False,376348.9809
188361.0412,1.13,550.0,885.02,84.19,0,2,True,False,177071.275
301955.4124,1.89,1280.31,621.16,62.37,1,1,False,True,305549.9909
296204.2858,1.18,1052.01,667.58,22.58,0,1,False,False,177194.0105
680752.6492,1.08,1594.72,571.57,50.8,1,1,False,True,665295.7983
259858.9736,0.77,981.82,162.99,71.99,1,2,False,False,402228.346
149090.0563,1.25,596.09,54.12,15.32,0,1,False,False,229748.6649
415917.9034,0.91,1638.91,831.23,69.93,1,1,False,False,381219.9857
73567.76736,2.01,988.14,377.72,41.47,0,1,False,True,136578.7197
369900.5263,1.51,1176.95,139.33,56.68,1,1,False,True,322956.9633
426423.7099,0.74,853.76,533.83,49.13,1,1,False,True,482617.6292
389236.7455,1.72,1406.02,401.06,10.78,1,1,True,False,329972.2498
251556.3021,1.1,667.13,504.07,2.52,1,1,False,False,312594.3837
279358.9368,2.53,1146.65,819.96,17.55,1,1,False,False,303351.4472
310330.6389,2.11,994.11,841.01,80.63,1,1,False,True,516382.1541
156307.0294,2.07,1600.19,478.72,162.85,0,1,False,True,177950.6854
57419.47588,1.8,550.0,729.37,4.8,0,1,False,False,132566.4047
425879.1112,1.94,1331.18,88.42,33.76,1,1,False,False,323473.5061
115600.1621,1.12,652.83,850.9,49.54,0,2,False,False,140612.4978
369492.5236,2.12,1756.64,946.52,61.67,1,1,False,True,398607.9416
531943.6824,1.95,1044.63,522.58,24.99,1,1,False,False,530438.3597
51907.85906,1.97,550.0,126.93,52.22,0,1,False,True,121001.2676
197963.0301,1.49,932.72,605.21,22.83,0,2,False,True,246420.5807
43439.14639,2.41,811.64,66.66,9.43,0,1,True,False,105967.4529
417785.7389,0.84,1228.67,255.69,137.5,0,1,True,False,379378.2464
225287.6452,1.06,601.34,918.91,66.24,0,1,False,True,250056.3135
4747.917512,1.93,550.0,496.46,114.72,0,1,True,False,118318.5553
442610.3171,1.52,2218.22,526.81,15.21,0,1,False,True,343397.9756
478688.3641,1.71,1174.77,519.3,108.3,0,1,False,False,339942.7401
225821.0059,0.96,826.67,670.5,25.97,1,1,False,False,313470.0031
569723.1743,0.7,2034.08,230.2,20.63,1,1,False,True,420008.0172
502736.146,0.82,550.0,1208.95,39.81,1,2,False,True,458131.6722
143333.6534,0.77,670.27,774.41,41.05,0,1,False,True,191113.1065
182447.773,2.59,853.04,203.06,110.9,1,1,False,True,332036.4027
303247.5923,1.18,1164.13,327.22,6.06,1,1,False,True,335756.0143
142577.3832,1.48,1253.45,670.26,108.57,0,1,True,True,172082.2746
338429.1076,1.37,936.15,239.11,83.9,1,1,False,True,316473.2471
150855.3204,2.3,557.97,214.17,112.75,0,1,False,True,259399.4509
77031.59866,1.6,550.0,13.71,21.24,1,1,False,False,140569.2476
50286.73309,1.17,550.0,1341.99,49.34,0,2,False,False,140842.3883
137578.3341,1.26,747.71,499.61,128.85,1,1,False,False,212176.5091
244375.9703,1.72,1055.34,671.96,79.67,1,1,False,True,322815.7941
291155.7421,1.35,1711.71,1013.39,64.35,1,2,True,False,458228.8181
245139.9205,0.8,1080.39,232.64,22.17,0,2,True,True,217778.2459
19370.21201,1.79,594.66,605.78,92.24,0,1,False,False,114033.9786
10942.62089,0.7,709.95,40.08,5.45,0,1,False,False,102686.4687
153984.933,1.98,953.36,692.27,68.46,1,1,False,True,288870.6199
294234.743,0.96,550.0,291.25,21.19,1,1,False,False,396697.5594
208211.5957,2.82,1052.21,644.02,60.33,1,1,True,True,299089.7759
260575.4925,1.19,1424.81,395.86,82.92,1,2,False,False,381979.7939
471436.2409,0.99,1323.84,541.45,72.15,1,2,False,True,450120.2274
282524.7182,1.94,550.0,859.58,64.25,1,1,True,False,306963.0262
46646.71244,1.47,739.26,373.41,83.29,0,2,False,False,111788.6598
69543.51776,1.96,834.57,439.92,70.86,0,2,False,True,198803.6428
123377.7762,1.59,758.47,245.91,41.65,0,1,False,True,173388.9812
75170.08072,1.2,829.85,560.84,23.23,0,1,False,False,147605.9
272226.5919,2.0,1454.19,599.84,101.47,0,1,False,False,260661.6555
239796.4809,0.14,1334.34,505.94,62.52,0,1,True,True,274839.1916
86593.78091,0.95,837.14,591.95,27.55,0,1,False,False,146907.4989
504701.4498,2.8,1496.13,533.45,13.48,0,1,False,True,343291.7696
141112.0814,1.38,914.61,1014.42,81.84,0,1,False,False,156291.7125
452090.244,1.44,1532.61,611.52,75.26,1,2,False,False,429059.6586
123166.9589,1.95,630.08,442.2,70.04,0,1,False,True,169087.4955
268033.2901,1.34,570.62,215.78,39.43,0,1,False,False,276244.1398
212913.9279,0.86,866.59,443.86,20.68,0,1,False,False,185176.1107
390299.3172,1.24,1438.77,176.24,3.31,1,1,False,False,278062.661
362264.0608,1.12,550.0,397.33,122.02,0,1,False,True,249253.7187
468900.6086,1.02,1118.63,438.45,16.9,1,1,False,False,543564.0333
425968.8509,0.49,679.89,124.47,14.32,1,1,False,False,575720.6344
13436.2447,2.0,550.0,196.84,27.22,0,2,True,True,91076.81329
326245.639,1.98,1629.25,598.66,34.31,1,1,False,False,313587.7653
304209.7172,1.86,863.02,105.48,46.46,1,1,False,False,358474.0473
109298.8332,1.66,826.08,340.94,7.51,0,1,True,False,195228.6598
269412.3903,1.47,550.0,311.49,39.72,1,1,False,False,393215.7564
306258.6187,0.61,1110.45,525.42,19.87,1,1,False,True,304931.3849
661753.1824,1.52,1608.87,686.46,119.66,1,1,False,True,575483.7131
187398.6305,1.67,782.9,34.53,28.31,1,2,True,False,290802.8624
175718.3251,1.29,1177.71,328.97,49.3,0,1,False,False,204151.4319
417510.9901,1.9,2027.73,468.29,46.27,1,2,False,False,305869.2898
216515.3413,2.25,858.42,520.16,89.94,0,1,False,True,197516.8211
285084.7394,1.71,992.95,867.92,76.79,1,1,False,True,320483.7395
334039.6913,1.11,1006.85,200.68,16.12,0,1,False,True,225513.7332
387028.2366,1.37,1249.39,499.06,75.37,1,1,False,False,429336.5244
92505.59685,1.87,1028.47,481.75,27.26,0,1,True,False,223038.8672
263865.5095,1.14,1386.37,590.93,44.33,1,2,False,True,316592.6204
437653.3554,1.91,1429.04,73.71,12.25,0,2,False,True,236439.5814
170822.5667,2.02,1291.71,197.32,60.68,0,1,False,False,185347.049
243680.6911,1.31,1423.75,223.78,23.2,1,1,False,True,363161.8753
321309.7347,1.65,980.67,301.67,11.19,1,1,False,True,420101.7661
221885.2799,2.03,597.29,146.63,12.39,0,1,False,False,324596.3112
186110.2906,1.48,988.51,733.98,9.28,0,1,False,False,241756.4496
38146.02878,1.45,873.35,422.64,54.69,0,1,False,True,138310.3571
472388.0923,1.25,550.0,190.27,32.31,1,1,False,False,377092.29
226639.1185,1.29,830.53,551.53,96.53,1,2,False,False,310011.5463
371169.8045,1.53,1374.36,154.9,3.14,0,2,True,False,347992.3326
78687.65144,0.7,1026.14,734.29,52.25,0,1,True,False,157531.1689
406840.1694,2.07,1090.36,178.33,15.44,1,1,True,True,344911.5591
148065.8613,1.49,1236.71,1065.99,81.64,0,1,False,False,174330.6463
174550.4167,0.96,931.9,758.73,63.44,0,1,False,True,218627.8816
249262.4642,1.3,550.0,288.62,111.13,0,1,False,False,340917.3854
318225.4129,2.25,1305.92,427.58,55.74,1,1,False,False,436066.8884
248293.8253,2.06,2093.21,214.02,2.41,0,2,False,False,270401.0649
149272.1084,1.38,550.0,761.48,10.69,0,1,False,False,254658.8327
349515.0949,1.5,1356.4,261.49,45.93,1,1,True,True,294658.1949
396735.0564,1.22,970.38,240.92,87.23,1,1,True,False,307601.6817
432458.034,1.11,786.88,585.04,29.73,0,1,False,False,280460.0013
263213.226,1.07,1336.19,305.2,72.88,0,1,False,True,264441.7319
187247.6754,2.23,1686.82,53.18,81.87,0,1,True,True,251463.4563
535860.7967,1.29,1428.66,329.34,8.01,0,1,True,False,493676.5673
435714.2437,1.82,1359.74,515.75,45.27,1,1,True,True,601712.3569
818639.7382,1.11,1492.0,610.47,1.82,1,1,False,False,468984.6839
486263.6323,1.24,1066.78,323.34,11.08,1,1,False,False,439069.212
389953.1122,1.72,1252.22,138.55,25.29,1,1,False,False,480128.732
516918.1922,1.45,1930.0,533.78,18.87,1,1,False,False,596002.3773
39236.37427,2.14,581.23,763.99,59.57,0,1,False,False,112204.4099
302382.6776,1.97,950.35,926.39,111.62,1,1,False,False,337003.2336
91337.67333,1.11,690.05,446.66,71.1,0,1,False,True,153535.3657
338826.2994,1.6,2192.52,172.13,8.54,1,1,True,False,475486.5339
102522.8054,1.4,550.0,899.22,38.94,0,1,False,False,150396.4581
291151.565,0.6,1056.11,300.08,23.61,0,1,True,True,246854.8355
378468.1718,1.86,550.0,575.86,34.74,1,2,False,False,459398.3591
227924.5633,1.16,795.85,470.16,52.44,0,1,False,False,228166.625
138895.3891,2.76,679.57,518.23,13.87,0,1,True,False,212746.8088
518743.0371,0.87,1186.8,800.46,91.88,1,1,True,True,321821.2618
624175.8427,1.46,1327.95,1003.32,38.84,1,2,False,False,542981.5677
255137.6006,0.71,1088.51,543.77,23.34,0,1,False,True,287057.4606
115765.1128,2.16,550.0,529.29,51.85,0,1,False,False,202878.4811
204842.7002,1.05,550.0,172.48,44.76,0,2,True,True,198672.4582
